545,12.14.15,1214041,ARAMO,1214
546,12.14.24,1214042,ULUSUSUA,1214
547,12.14.03,1214050,LAHUSA,1214
548,12.14.25,1214051,SIDUA'ORI,1214
549,12.14.26,1214052,SOMAMBAWA,1214
550,12.14.02,1214060,GOMO,1214
551,12.14.09,1214061,SUSUA,1214
552,12.14.17,1214062,MAZO,1214
553,12.14.14,1214063,UMBUNASI,1214
554,12.14.35,1214064,IDANOTAE,1214
555,12.14.34,1214065,ULU IDANOTAE,1214
556,12.14.27,1214066,BORONADU,1214
557,12.14.01,1214070,LOLOMATUA,1214
558,12.14.19,1214071,ULUNOYO,1214
559,12.14.20,1214072,HURUNA,1214
560,12.14.08,1214080,LOLOWAU,1214
561,12.14.11,1214081,HILIMEGAI,1214
562,12.14.21,1214082,O'O'U,1214
563,12.14.22,1214083,ONOHAZUMBA,1214
564,12.14.23,1214084,HILISALAWA'AHE,1214
565,12.16.09,1215010,PAKKAT,1216
566,12.16.08,1215020,ONAN GANJANG,1216
567,12.16.07,1215030,SIJAMAPOLANG,1216
568,12.16.06,1215040,DOLOK SANGGUL,1216
569,12.16.05,1215050,LINTONG NIHUTA,1216
570,12.16.04,1215060,PARANGINAN,1216
571,12.16.03,1215070,BAKTIRAJA,1216
572,12.16.02,1215080,POLLUNG,1216
573,12.16.01,1215090,PARLILITAN,1216
